id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
35,"Dear colleagues,
I would like to reach out to you to signal an inappropriate behaviour of my 
colleagues Peter Brown. As you know I have a recognised disability. I value 
greatly the diversity and inclusion policy which exists in our company. Until
Peter has joined our team I had never encountered a discrimination because
of my difference. However, Peter on several occasions has made a diminishing
remarks towards me with regard to my disability, or behaved himself in such a
 way as to exclude me from the team acivity .  Even after the team colleagus and 
the manager has remarked several times that his behaviour is inappropriate, 
he continued to discriminate against me.
I request you take an appropriate action with regard to Peter, so that I can 
continue to work in decent and acceptable environement, Sincerely yours,
Anne",Complaint,complaint,51,70,description_life_event,Complaint_complaint
36,"Dear colleagues,
In the recent salary review I have discovered that my colleague Swen, who was 
hired at the same time as me, has the same qualifications and work experience
as me, is payed 22.5% more than I.
You advertise yourself as an equal opportunity employer, with diversity,
inclusion and equal pay policies, so I was left shocked by this discovery. Thus I
formally request an written explanation of this inacceptable pay gap, fro which
I can see no other reason than gender difference.
Sicerely,
Henriette",Salary,Gender pay gap,89,94,location,Salary_Gender pay gap
37,"Dear colleagues,
Due to my current health issues I have to visit a physiotherapist on 02.12.2021 
and would like to request 1 day of leave of absence,
Thank you,
Anto",Life event,Health issues,98,108,location,Life event_Health issues
37,"Dear colleagues,
Due to my current health issues I have to visit a physiotherapist on 02.12.2021 
and would like to request 1 day of leave of absence,
Thank you,
Anto",Life event,Health issues,112,126,date_travel,Life event_Health issues
37,"Dear colleagues,
Due to my current health issues I have to visit a physiotherapist on 02.12.2021 
and would like to request 1 day of leave of absence,
Thank you,
Anto",Life event,Health issues,7,35,description_life_event,Life event_Health issues
38,Hi. I don't get the latest disclosed numbers. Is there really a difference of 48.5% ofsalary between our different colleagues? Is it something that is going to be sorted out?,Salary,Gender pay gap,200,225,reason_of_change,Salary_Gender pay gap
39,"Dear colleagues,

I'm going to move in to Duesseldorf in the coming weeks. Would you have a listing available for a temporary stay?",Ask information,Accommodation,65,90,date,Ask information_Accommodation
40,"Hello,

I'm looking for information on accomodations at Bochum for my planned stay next month. I will stay there for 4 weeks. Do you have contacts or agreement with specific places?

Looking forward your reply,
Best regards,
Wihelmine",Ask information,Accommodation,126,149,date,Ask information_Accommodation
40,"Hello,

I'm looking for information on accomodations at Bochum for my planned stay next month. I will stay there for 4 weeks. Do you have contacts or agreement with specific places?

Looking forward your reply,
Best regards,
Wihelmine",Ask information,Accommodation,174,179,wage_gap,Ask information_Accommodation
40,"Hello,

I'm looking for information on accomodations at Bochum for my planned stay next month. I will stay there for 4 weeks. Do you have contacts or agreement with specific places?

Looking forward your reply,
Best regards,
Wihelmine",Ask information,Accommodation,49,51,increase_in_percentage,Ask information_Accommodation
41,"Dear Colleaugues,

I was supposed to work on July 11. But I do have an important university exam that I cannot miss. Would you please change my schedule to July 20?

Thank you and best regards,
Margaud Boutin",Timetable change,Shift change,29,44,reason,Timetable change_Shift change
41,"Dear Colleaugues,

I was supposed to work on July 11. But I do have an important university exam that I cannot miss. Would you please change my schedule to July 20?

Thank you and best regards,
Margaud Boutin",Timetable change,Shift change,19,28,number_of_days,Timetable change_Shift change
41,"Dear Colleaugues,

I was supposed to work on July 11. But I do have an important university exam that I cannot miss. Would you please change my schedule to July 20?

Thank you and best regards,
Margaud Boutin",Timetable change,Shift change,19,32,location,Timetable change_Shift change
44,"Dear HR department,

I would like to officialy complaint about an innaceptable situation. I was working at my desk when a colleague just came over and starting harrassing me.
I need you to act strongly on this behavior. 
",Complaint,complaint,55,63,date,Complaint_complaint
44,"Dear HR department,

I would like to officialy complaint about an innaceptable situation. I was working at my desk when a colleague just came over and starting harrassing me.
I need you to act strongly on this behavior. 
",Complaint,complaint,68,81,date,Complaint_complaint
45,Hello. Please note that I will get my wisdom tooth extracted September the 23rd and that I will not be able to come at work that day. Regards.,Life event,Health issues,62,72,location,Life event_Health issues
45,Hello. Please note that I will get my wisdom tooth extracted September the 23rd and that I will not be able to come at work that day. Regards.,Life event,Health issues,76,81,location,Life event_Health issues
46,Hello. Due to some business elated reasons I couldn't get on the flight from Tucson to Phoenix (flight SH3452) 24/12/2015. Can you please tell what is the process to get a refund ? Thanks. Regards.,Refund,Refund travel,85,95,date_travel,Refund_Refund travel
46,Hello. Due to some business elated reasons I couldn't get on the flight from Tucson to Phoenix (flight SH3452) 24/12/2015. Can you please tell what is the process to get a refund ? Thanks. Regards.,Refund,Refund travel,53,82,description_life_event,Refund_Refund travel
46,Hello. Due to some business elated reasons I couldn't get on the flight from Tucson to Phoenix (flight SH3452) 24/12/2015. Can you please tell what is the process to get a refund ? Thanks. Regards.,Refund,Refund travel,108,118,date_start_absence,Refund_Refund travel
47,Hello. I am contacting you regarding a dificult and painful situation. I would like to report some gender discriminations against me from my direct manager. I am looking to get some help from the organization but I really don't know whom I should ou could contact. Thanks.  ,Complaint,complaint,24,43,reason,Complaint_complaint
